,acc,loss,val_acc,val_loss
0,0.9349,0.16077582667768,0.9415,0.14155638802051546
1,0.93715,0.15566726477146148,0.9455,0.13793040961027145
2,0.94225,0.1450642277881503,0.944,0.13221041029691696
3,0.9444,0.1399634982585907,0.948,0.12963518977165223
4,0.94635,0.1355542968466878,0.948,0.12449544906616211
