,acc,loss,val_acc,val_loss
0,0.98555,0.038318813311494886,0.9785,0.05674178034788929
1,0.9886,0.03202236627554521,0.9645,0.09314800841920078
2,0.9892,0.030171367402281612,0.9745,0.06572912927297875
3,0.98895,0.02951265483093448,0.9715,0.07116904578823596
4,0.99025,0.02741408929049503,0.9755,0.06825725317373872
